GFSG	Trichoplax adhaerens
GFSH	Ocimum tenuiflorum
GFSI	Halisarca caerulea
GFSJ	Hypericum androsaemum
GFSK	Hypericum kalmianum
GFSL	Camellia sasanqua
GFSM	Anolis carolinensis
GFSN	Ocimum tenuiflorum
GFSO	Hypericum annulatum
GFSP	Hypericum perforatum
GFSQ	Hypericum tomentosum
GFSR	Lolium perenne
GFSS	Perameles nasuta
GFST	Toxicodendron radicans subsp. radicans
GFSU	Pecoramyces ruminatium
GFSV	Acrochaetium humile
GFSW	Acrochaetium luxurians
GFSX	Acrochaetium secundatum
GFSY	Audouinella sp. 1hermannii
GFSZ	Grania efflorescens
GFTA	Rhodochorton purpureum
GFTB	Rhodochorton sp. 1SJuan
GFTC	Meiodiscus spetsbergensis
GFTD	Rubrointrusa membranacea
DQIR	Sus scrofa
GAAA	Latimeria chalumnae
GAAB	Agrilus planipennis
GAAC	Camellia sinensis var. sinensis
GAAD	Misgurnus anguillicaudatus
GAAF	Macrosiphum euphorbiae
GAAG	Panax ginseng
GAAH	Papio hamadryas
GAAI	Ovis aries
GAAJ	Phleum pratense
GAAK	Belgica antarctica
GAAL	Sparus aurata
GAAM	Histomonas meleagridis
GAAN	Allium cepa
GAAO	Allium cepa
GAAP	Bactrocera dorsalis
GAAQ	Solea solea
GAAR	Oesophagostomum dentatum
GAAS	Oesophagostomum dentatum
GAAT	Durinskia baltica
GAAU	Agrotis ipsilon
GAAV	Nemurella pictetii
GAAW	Humulus lupulus
GAAX	Forficula auricularia
GAAY	Lonicera japonica
GAAZ	Crotalus horridus
GABA	Zorotypus gurneyi
GABB	Archaeopsylla erinacei
GABC	Pan troglodytes
GABD	Pan troglodytes
GABE	Pan troglodytes
GABF	Pan troglodytes
GABG	Ipomoea purpurea
GABH	Musa ABB Group
GABI	Puccinellia tenuiflora
GABJ	Caragana korshinskii
GABK	Sialis lutaria
GABL	Camelina sativa
GABM	Sus scrofa
GABN	Sus scrofa
GABO	Camelina sativa
GABP	Lingulodinium polyedra
GABQ	Olea europaea
GABR	Kryptoperidinium foliaceum
GABS	Musca domestica
GABT	Cocos nucifera
GABU	Chilodonella uncinata
GABV	Corallomyxa tenera
GABW	Subulatomonas tetraspora
GABX	Dendroctonus ponderosae
GABY	Anthonomus grandis
GABZ	Desmodus rotundus
GACA	Pohlia nutans
GACB	Lotus corniculatus
GACC	Sus scrofa
GACD	Catharanthus roseus
GACE	Rauvolfia serpentina
GACF	Camptotheca acuminata
GACG	Picea sitchensis
GACH	Chromolaena odorata
GACI	Uromyces appendiculatus
GACJ	Diaphorina citri
GACK	Rhipicephalus pulchellus
GACL	Brachionus calyciflorus
GACM	Phakopsora pachyrhizi Thai1
GACN	Gerbera hybrid cultivar
GACO	Priacma serrata
GACP	Micropterix calthella
GACQ	Brachionus calyciflorus
GACR	Ips typographus
GACS	Oesophagostomum dentatum
GACT	Anolis carolinensis
GACU	Nevrorthus apatelios
GACV	Philopotamus ludificatus
GACW	Carabus granulatus
GACX	Raphidia ariadne
GACY	Mengenilla moldrzyki
GACZ	Tipula maxima
GADA	Xyela alpigena
GADB	Nannochorista philpotti
GADC	Plukenetia volubilis
GADD	Neoporphyra haitanensis
GADE	Cherax quadricarinatus
GADF	Ziziphus jujuba
GADG	Placopecten magellanicus
GADH	Corydalinae sp. KMRSPBM-2012
GADI	Ixodes ricinus
GADJ	Grapholita dimorpha
GADK	Grapholita molesta
GADL	Carposina sasakii
GADM	Drosophila malerkotliana malerkotliana
GADN	Anolis carolinensis
GADO	Anolis carolinensis
GADP	Drosophila ercepeae
GADQ	Drosophila malerkotliana pallens
GADR	Drosophila pseudoananassae nigrens
GADS	Drosophila merina
GADT	Camelus dromedarius
GADU	Camelus dromedarius
GADV	Camelus dromedarius
GADW	Camelus dromedarius
GADX	Camelus dromedarius
GADY	Camelus dromedarius
GADZ	Camelus dromedarius
GAEA	Camelus dromedarius
GAEB	Camelus dromedarius
GAEC	Anolis carolinensis
GAED	Anolis carolinensis
GAEE	Desmodus rotundus
GAEF	Triticum aestivum
GAEG	Lithobates clamitans
GAEH	Ruditapes philippinarum
GAEI	Pseudacris regilla
GAEJ	Drosophila pseudoananassae pseudoananassae
GAEK	Pseudotsuga menziesii var. menziesii
GAEM	Mytilus galloprovincialis
GAEN	Mytilus galloprovincialis
GAEO	Pissodes strobi
GAEP	Micrurus fulvius
GAEQ	Enallagma hageni
GAER	Arachis hypogaea
GAES	Camelus bactrianus
GAET	Camelus bactrianus
GAEU	Camelus bactrianus
GAEV	Camelus bactrianus
GAEW	Camelus bactrianus
GAEX	Camelus bactrianus
GAEY	Camelus bactrianus
GAEZ	Camelus bactrianus
GAFA	Camelus bactrianus
GAFB	Camelina sativa
GAFC	Capra hircus
GAFD	Anolis carolinensis
GAFE	Anopheles sinensis
GAFF	Medicago sativa
GAFH	Paratrimastix pyriformis
GAFI	Dendroctonus frontalis
GAFJ	Elaeis guineensis
GAFK	Anolis carolinensis
GAFL	Anolis carolinensis
GAFM	Anolis carolinensis
GAFN	Anolis carolinensis
GAFO	Cladocopium sp. clade C
GAFP	Symbiodinium sp. clade D
GAFQ	Elodea nuttallii
GAFR	Polistes canadensis
GAFS	Astacus leptodactylus
GAFT	Channa striata
GAFU	Spodoptera exigua
GAFV	Arthrinium malaysianum
GAFW	Dendroctonus ponderosae
GAFX	Dendroctonus ponderosae
GAFY	Astacus leptodactylus
GAFZ	Anolis carolinensis
GAGA	Anolis carolinensis
GAGB	Anolis carolinensis
GAGC	Anolis carolinensis
GAGD	Amblyomma americanum
GAGE	Arthrinium malaysianum
GAGF	Chrysopa pallens
GAGG	Anolis carolinensis
GAGH	Osmia cornuta
GAGI	Abdopus aculeatus
GAGJ	Hapalochlaena maculosa
GAGK	Uroteuthis noctiluca
GAGL	Octopus cyanea
GAGM	Pareledone turqueti
GAGN	Sepioteuthis australis
GAGO	Octopus kaurna
GAGP	Sepia pharaonis
GAGQ	Sepia latimanus
GAGR	Nannochloropsis gaditana
GAGS	Bithynia siamensis goniomphalos
GAGT	Anguilla japonica
GAGU	Panonychus citri
GAGV	Fritillaria cirrhosa
GAGW	Ophiocordyceps sinensis
GAGX	Ameiurus nebulosus
GAGY	Odocoileus virginianus
GAGZ	Acanthophis wellsi
GAHA	Brachyurophis roperi
GAHB	Cacophis squamulosus
GAHC	Denisonia devisi
GAHD	Echiopsis curta
GAHE	Furina ornata
GAHF	Hemiaspis signata
GAHG	Hoplocephalus bungaroides
GAHH	Pseudonaja modesta
GAHI	Suta fasciata
GAHJ	Vermicella annulata
GAHK	Jatropha curcas
GAHL	Sinocyclocheilus anophthalmus
GAHM	Armillaria ostoyae RNA1
GAHN	Drosophila serrata
GAHO	Sinocyclocheilus angustiporus
GAHP	Ostrinia nubilalis
GAHQ	Ostrinia scapulalis
GAHR	Hormogaster samnitica
GAHS	Hormogaster elisae
GAHT	Agave deserti
GAHU	Agave tequilana
GAHV	Nelumbo nucifera
GAHW	Elliptio complanata
GAHX	Mikrocytos mackini
GAHY	Rhodnius prolixus
GAHZ	Salicornia europaea
GAIA	Salicornia europaea
GAIB	Nothobranchius furzeri
GAIC	Solanum torvum
GAID	Oreochromis niloticus
GAIE	Chlamydomonas moewusii
GAIF	Dermanyssus gallinae
GAIG	Arachis hypogaea
GAIH	Conus victoriae
GAII	Alexandrium tamarense
GAIJ	Dinophysis acuminata
GAIK	Alexandrium tamarense
GAIL	Gymnodinium catenatum
GAIM	Geminigera cryophila
GAIN	Mesodinium rubrum
GAIO	Pyrodinium bahamense var. compressum
GAIP	Litchi chinensis
GAIQ	Alexandrium tamarense
GAIR	Puccinia striiformis f. sp. tritici
GAIS	Puccinia striiformis f. sp. tritici
GAIT	Alexandrium tamarense
GAIU	Alexandrium tamarense
GAIV	Alexandrium tamarense
GAIW	Ganaspis sp. G1
GAIX	Pararge aegeria
GAIY	Puccinia striiformis f. sp. tritici
GAIZ	Gryllus firmus
GAJA	Leptopilina boulardi
GAJB	Alexandrium tamarense
GAJC	Leptopilina heterotoma
GAJD	Ursus maritimus
GAJE	Avena sativa
GAJF	Equus caballus
GAJG	Alexandrium tamarense
GAJH	Elaeis guineensis
GAJI	Pseudopyrenochaeta lycopersici CRA-PAV_ER 1211
GAJJ	Anoplopoma fimbria
GAJK	Tripterygion delaisi
GAJL	Triticum aestivum
GAJM	Xibalbanus tulumensis
GAJN	Conus geographus
GAJO	Fundulus heteroclitus
GAJP	Hyalella azteca
GAJQ	Hyalella azteca
GAJR	Gentiana macrophylla
GAJS	Chilo suppressalis
GAJT	Coffea arabica
GAJU	Coffea racemosa
GAJV	Anoplocnemis curvipes
GAJW	Aphis craccivora
GAJX	Clavigralla tomentosicollis
GAJY	Megalurothrips sjostedti
GAJZ	Prunus avium
GAKA	Nitzschia sp. ChengR-2013
GAKB	Bactrocera oleae
GAKC	Silene latifolia
GAKD	Melita plumulosa
GAKE	Thlaspi arvense
GAKF	Amoebidium parasiticum JAP-7-2
GAKG	Cotesia vestalis
GAKH	Vitis vinifera
GAKI	Trametes sanguinea
GAKJ	Sitodiplosis mosellana
GAKK	Nothapodytes nimmoniana
GAKL	Triticum urartu
GAKM	Triticum turgidum
GAKN	Schmidtea mediterranea
GAKO	Platichthys stellatus
GAKP	Bactrocera dorsalis
GAKQ	Crotalus oreganus helleri
GAKR	Crotalus oreganus helleri
GAKS	Crotalus oreganus helleri
GAKT	Cupiennius salei
GAKU	Dendrocoelum lacteum
GAKV	Schmidtea mediterranea
GAKW	Glomeris pustulata
GAKX	Symphylella vulgaris
GAKY	Symbiodinium sp. A1
GAKZ	Procotyla fluviatilis
GALA	Psorophora albipes
GALB	Sinonovacula constricta
GALC	Crotalus oreganus helleri
GALD	Agapanthus praecox subsp. orientalis
GALE	Spraguea lophii
GALF	Enchytraeus crypticus
GALG	Australobuthus xerolimniorum
GALH	Cercophonius squama
GALI	Urodacus manicatus
GALJ	labyrinthulid quahog parasite QPX
GALK	Isometroides vescus
GALL	Lychas buchari
GALM	Aspidistra saxicola
GALN	Persicaria minor
GALO	Apis mellifera carnica
GALP	Drosophila miranda
GALQ	gut metagenome
GALR	Pyrus pyrifolia
GALS	Panonychus citri
GALT	gut metagenome
GALU	Crataegus pinnatifida
GALV	Gossypium hirsutum
GALW	Dugesia japonica
GALX	Anoplophora glabripennis
GALY	Ipomoea purpurea
GALZ	Actinidia chinensis
GAMA	Actinidia chinensis
GAMB	Actinidia chinensis
GAMC	Ceratitis capitata
GAMD	Anopheles aquasalis
GAME	Atractaspis aterrima
GAMF	Atractaspis aterrima
GAMG	Prymnesium parvum
GAMH	Salicornia europaea
GAMI	Salicornia europaea
GAMJ	Pisum sativum
GAMK	Phaseolus vulgaris
GAML	Lates calcarifer
GAMM	Orchesella cincta
GAMN	Folsomia candida
GAMO	Porichthys notatus
GAMP	Callithrix jacchus
GAMQ	Callithrix jacchus
GAMR	Callithrix jacchus
GAMS	Callithrix jacchus
GAMT	Callithrix jacchus
GAMU	Lates calcarifer
GAMV	Dermacentor reticulatus
GAMW	Rhazya stricta
GAMX	Branchiostoma floridae
GAMY	Craspedacusta sowerbii
GAMZ	Nematostella vectensis
GANA	Hydractinia polyclina
GANB	Ectopleura larynx
GANC	Hydra vulgaris
GAND	Lumbricus terrestris
GANE	Stevia rebaudiana
GANF	Momordica charantia
GANG	Momordica charantia
GANH	Microplitis demolitor
GANI	Karelinia caspia
GANJ	Mauremys reevesii
GANK	Paeonia suffruticosa
GANL	Latrodectus tredecimguttatus
GANM	Nilaparvata lugens
GANN	Tetraselmis subcordiformis
GANO	Corethrella appendiculata
GANP	Ixodes ricinus
GANQ	Acanthamoeba castellanii
GANR	Macrotyloma uniflorum
GANS	Dinoponera quadriceps
GANT	Capra hircus
GANU	Capra hircus
GANV	Capra hircus
GANW	Capra hircus
GANX	Capra hircus
GANY	Capra hircus
GANZ	Capra hircus
GAOA	Capra hircus
GAOB	Capra hircus
GAOC	Capra hircus
GAOD	Capra hircus
GAOE	Capra hircus
GAOF	Capra hircus
GAOG	Capra hircus
GAOH	Capra hircus
GAOI	Capra hircus
GAOJ	Capra hircus
GAOK	Cercis gigantea (nom. inval.)
GAOL	Hydra vulgaris
GAOM	Macrosiphum euphorbiae
GAON	Cuscuta pentagona
GAOO	Prosopis alba
GAOP	Pachypsylla venusta
GAOQ	Spodoptera exigua
GAOR	Spodoptera exigua
GAOS	Notholithocarpus densiflorus
GAOT	Zantedeschia aethiopica
GAOU	Trifolium pratense
GAOV	Cynopterus sphinx
GAOW	Jatropha curcas
GAOX	Pecten maximus
GAOY	Oncorhynchus mykiss
GAOZ	Myotis ricketti
GAPA	Brevibacillus borstelensis
GAPB	Evechinus chloroticus
GAPC	Mangifera indica
GAPD	Chlorella sorokiniana
GAPE	Brassicogethes aeneus
GAPF	Callithrix jacchus
GAPG	Callithrix jacchus
GAPH	Callithrix jacchus
GAPI	Callithrix jacchus
GAPJ	Callithrix jacchus
GAPK	Platichthys stellatus
GAPL	Sitobion avenae
GAPM	Rattus norvegicus
GAPN	Cylindrotheca closterium
GAPO	Bos taurus
GAPP	Bemisia tabaci
GAPQ	Bemisia tabaci
GAPR	Diadromus collaris
GAPS	Latimeria menadoensis
GAPT	Ectopsocus briggsi
GAPU	Phaedon cochleariae
GAPV	Macaca mulatta
GAPW	Aedes albopictus
GAPX	Amaranthus tricolor
GAPY	Amaranthus tricolor
GAPZ	Amaranthus tricolor
GAQA	Amaranthus tricolor
GAQB	food metagenome
GAQC	Cuscuta suaveolens
GAQD	Cuscuta pentagona
GAQE	Trittame loki
GAQF	Cotesia vestalis
GAQG	Gallus gallus
GAQH	Monodelphis domestica
GAQJ	Ostrinia furnacalis
GAQK	Hynobius chinensis
GAQL	Lates calcarifer
GAQM	Macaca mulatta
GAQN	Pan troglodytes
GAQO	Bos taurus
GAQP	Gardenia jasminoides
GAQQ	Bithynia siamensis goniomphalos
GAQR	Pinus massoniana
GAQS	Morone americana
GAQT	Corticium candelabrum
GAQU	Sycon coactum
GAQV	Trypoxylus dichotomus
GAQW	Onthophagus nigriventris
GAQX	Graminella nigrifrons
GAQY	Brassica oleracea var. capitata
GAQZ	Landoltia punctata
GARA	Miichthys miiuy
GARB	Athetis lepigone
GARC	Athetis lepigone
GARD	Athetis lepigone
GARE	Bouteloua dactyloides
GARF	Chrysomela populi
GARG	Athetis lepigone
GARH	Procambarus clarkii
GARJ	Popillia japonica
GARK	Popillia japonica
GARL	Spodoptera exigua
GARM	Camellia sinensis var. sinensis
GARN	Musca domestica
GARO	Echinogammarus veneris
GARP	Bemisia tabaci
GARQ	Bemisia tabaci
GARR	Isatis tinctoria
GARS	Brachionus manjavacas
GART	Glycera tridactyla
GARU	Glycera tridactyla
GARV	Glycera fallax
GARW	Eucyclops serrulatus
GARX	Silene latifolia
GARY	Stylophora pistillata
GARZ	Vicia faba
GASA	Vicia faba
GASB	Glycera dibranchiata
GASC	Neolamarckia cadamba
GASD	Heterodera schachtii
GASE	Prorhinotermes simplex
GASF	Ancylostoma ceylanicum
GASG	Yponomeuta evonymella
GASH	Scolopendra morsitans
GASI	Ethmostigmus rubripes
GASJ	Ethmostigmus rubripes
GASK	Scolopendra alternans
GASL	Cormocephalus westwoodi
GASM	Tetramorium bicarinatum
GASN	Thermobia domestica
GASO	Tricholepidion gertschi
GASP	Pteridium aquilinum subsp. aquilinum
GASQ	Tetrix subulata
GASR	Thereuopoda longicornis
GASS	Platycentropus radiatus
GAST	Polyommatus icarus
GASU	Acropora cervicornis
GASV	Notostira elongata
GASW	Mantis religiosa
GASX	Folsomia candida
GASY	Dyseriocrania subpurpurella
GASZ	Noccaea caerulescens
GATA	Meloe violaceus
GATB	Metallyticus splendidus
GATC	Nemophora degeerella
GATD	Pogonognathellus sp. AD-2013
GATE	Arachis hypogaea
GATF	Esox lucius
GATG	Corydalus cornutus
GATH	Bittacus pilicornis
GATI	Bombylius major
GATJ	Bibio marci
GATK	Pongo pygmaeus
GATL	Ornithorhynchus anatinus
GATM	Loxodonta africana
GATN	Rattus norvegicus
GATO	Notamacropus eugenii
GATP	Mus musculus
GATQ	Gallus gallus
GATR	Gorilla gorilla
GATS	Monodelphis domestica
GATT	Callithrix jacchus
GATU	Baetis sp. AD-2013
GATV	Perla marginata
GATW	Aleochara curtula
GATX	Annulipalpia sp. AD-2013
GATY	Chrysis viridula
GATZ	Sminthurus viridis
GAUA	Hemiaulus sinensis
GAUB	Leptocylindrus danicus
GAUC	Bemisia tabaci
GAUD	Triparma pacifica
GAUE	Anurida maritima
GAUF	Leuctra sp. AD-2013
GAUG	Meinertellus cundinamarcensis
GAUH	Panorpa vulgaris
GAUI	Subilla sp. AD-2014
GAUJ	Orussus abietinus
GAUK	Ephemera danica
GAUL	Candidatus Portiera aleyrodidarum
GAUM	Machilis hrabei
GAUN	Cercopis vulnerata
GAUO	Velia caprai
GAUP	Cotesia vestalis
GAUQ	Ophiocoma echinata
GAUR	Lytechinus variegatus
GAUS	Asterias forbesi
GAUT	Sclerodactyla briareus
GAUU	Asterias rubens
GAUV	Acanthosoma haemorrhoidale
GAUW	Apachyus charteceus
GAUX	Ceuthophilus sp. AD-2013
GAUY	Gyrinus marinus
GAUZ	Stenobothrus lineatus
GAVA	Triarthria setipennis
GAVB	Triodia sylvina
GAVC	Leptasterias sp. AR-2014
GAVD	Ostrinia nubilalis
GAVE	Echinaster spinulosus
GAVF	Echinarachnius parma
GAVI	Marthasterias glacialis
GAVJ	Asterias amurensis
GAVK	Patiria pectinifera
GAVL	Asterias amurensis
GAVM	Hydroptila sp. AD-2013
GAVN	Pisaster ochraceus
GAVO	Apostichopus californicus
GAVP	Henricia sp. AR-2014
GAVQ	Luidia clathrata
GAVR	Sphaerechinus granularis
GAVS	Apostichopus japonicus
GAVT	Patiria pectinifera
GAVU	Strongylocentrotus purpuratus
GAVV	Pseudomallada prasinus
GAVW	Epiophlebia superstes
GAVX	Timema cristinae
GAVY	Rhinolophus ferrumequinum
GAVZ	Tripterygium wilfordii
GAWA	Prunus armeniaca
GAWB	Patiria miniata
GAWC	Aretaon asperrimus
GAWD	Medauroidea extradentata
GAWE	Ramulus artemis
GAWF	Sipyloidea sipylus
GAWG	Extatosoma tiaratum
GAWH	Hydractinia symbiolongicarpus
GAWI	Delia antiqua
GAWJ	Peruphasma schultei
GAWK	Ceratophyllus gallinae
GAWM	Culicoides sonorensis
GAWN	Galloisiana yuasai
GAWO	Kaupichthys hyoproroides
GAWP	Grylloblatta bifratrilecta
GAWQ	Okanagana villosa
GAWR	Menopon gallinae
GAWS	Periplaneta americana
GAWT	Empusa pennata
GAWU	Aposthonia japonica
GAWV	Candidatus Portiera aleyrodidarum
GAWW	Tenthredo koehleri
GAWX	Trialeurodes vaporariorum
GAWY	Oropsylla silantiewi
GAWZ	Gryllotalpa sp. AD-2013
GAXA	Isonychia bicolor
GAXB	Tanzaniophasma sp. AD-2013
GAXC	Thrips palmi
GAXD	Frankliniella occidentalis
GAXE	Acerentomon sp. AD-2013
GAXF	Planococcus citri
GAXG	Gynaikothrips ficorum
GAXH	Parides eurimedes
GAXI	Tetrodontophora bielanensis
GAXJ	Occasjapyx japonicus
GAXK	Calanus finmarchicus
GAXL	Chyphotes mellipes
GAXM	Mischocyttarus flavitarsis
GAXN	Sceliphron caementarium
GAXO	Argochrysis armilla
GAXP	Sphaeropthalma orestes
GAXQ	Pseudomasaris vespoides
GAXR	Stigmatomma oregonense
GAXS	Pepsis grossa
GAXT	Crioscolia alcione
GAXU	Capsicum annuum
GAXV	Capsicum annuum
GAXW	Euroleon nostras
GAXX	Rhyacophila fasciata
GAXY	Leptopilina clavipes
GAXZ	Trichocera saltator
GAYA	Spiralizoros caudelli
GAYB	Zygaena fausta
GAYC	Osmylus fulvicephalus
GAYD	Blaberus atropos
GAYE	Frankliniella cephalica
GAYF	Nilaparvata lugens
GAYG	Pinus pinaster
GAYH	Conwentzia psociformis
GAYI	Xenophysella greensladeae
GAYJ	Atelura formicaria
GAYK	Boreus hyemalis
GAYL	Cosmioperla kuna
GAYM	Calopteryx splendens
GAYN	Campodea augens
GAYO	Cordulegaster boltonii
GAYP	Ctenocephalides felis
GAYQ	Forficula auricularia
GAYR	Solanum melongena
GAYS	Solanum incanum
GAYT	Ficus carica
GAYU	Lolium rigidum
GAYV	Liposcelis bostrychophila
GAYW	Amblyomma americanum
GAYX	Lolium perenne
GAYY	Acanthocasuarina muellerianae
GAYZ	Ranatra linearis
GAZA	Haploembia palaui
GAZB	Lepicerus sp. AD-2013
GAZC	Neolamprologus brichardi
GAZD	Lipara lucens
GAZE	Mastotermes darwiniensis
GAZF	Essigella californica
GAZG	Eurylophella sp. AD-2013
GAZH	Inocellia crassicornis
GAZI	Neolamprologus brichardi
GAZJ	Neolamprologus brichardi
GAZK	Neolamprologus brichardi
GAZL	Aplysia californica
GAZM	Stylops melittae
GAZN	Cryptocercus wrighti
GAZO	Anneissia japonica
GAZP	Eucidaris tribuloides
GAZQ	Aretaon asperrimus
GAZR	Stegodyphus mimosarum
GAZS	Acanthoscurria geniculata
GAZT	Prosarthria teretrirostris
GAZU	Brachycistis timberlakei
GAZV	Apis mellifera
GAZW	Pseudotsuga menziesii
GAZX	Caligus rogercresseyi
GAZY	Morone chrysops
GAZZ	Ammopiptanthus mongolicus
GBAA	Morone saxatilis
GBAB	Musca domestica
GBAC	Plutella xylostella
GBAD	Boechera gunnisoniana
GBAE	Gambusia affinis
GBAF	Neolamprologus brichardi
GBAG	Neolamprologus brichardi
GBAH	Chlamydomonas acidophila
GBAI	Amblyomma americanum
GBAJ	Amblyomma americanum
GBAK	Amblyomma americanum
GBAL	Amblyomma americanum
GBAM	Kaupichthys hyoproroides
GBAN	Maylandia zebra
GBAO	Oreochromis niloticus
GBAP	Maylandia zebra
GBAQ	Aplysia californica
GBAR	Oreochromis niloticus
GBAS	Telchin licus
GBAT	Ictalurus punctatus
GBAU	Agropyron cristatum
GBAV	Aplysia californica
GBAW	Haplochromis burtoni
GBAX	Oryctolagus cuniculus
GBAY	Oreochromis niloticus
GBAZ	Oreochromis niloticus
GBBA	Saccharina latissima
GBBB	Zonotrichia albicollis
GBBC	Zonotrichia albicollis
GBBD	Zonotrichia albicollis
GBBE	Aplysia californica
GBBF	Haplochromis burtoni
GBBG	Aplysia californica
GBBH	Chinchilla lanigera
GBBI	Triatoma infestans
GBBJ	Haplochromis burtoni
GBBK	Amblyomma cajennense
GBBL	Amblyomma parvum
GBBM	Amblyomma triste
GBBN	Ixodes scapularis
GBBO	Rhipicephalus microplus
GBBP	Teleopsis dalmanni
GBBQ	Teleopsis whitei
GBBR	Rhipicephalus microplus
GBBS	Anolis carolinensis
GBBT	Maylandia zebra
GBBU	Oreochromis niloticus
GBBV	Aplysia californica
GBBW	Aplysia californica
GBBX	Oreochromis niloticus
GBBY	Spodoptera litura
GBBZ	Camellia sinensis
GBCA	Oryctolagus cuniculus
GBCB	Chinchilla lanigera
GBCC	Chinchilla lanigera
GBCD	Oryctolagus cuniculus
GBCE	Chinchilla lanigera
GBCF	Nitzschia sp. ChengR-2013
GBCG	Chloris chloris
GBCH	Oryctolagus cuniculus
GBCI	Oryctolagus cuniculus
GBCJ	Oryctolagus cuniculus
GBCK	Oryctolagus cuniculus
GBCL	Hypsizygus marmoreus
GBCM	Oryctolagus cuniculus
GBCN	Oryctolagus cuniculus
GBCO	Neolamprologus brichardi
GBCP	Oreochromis niloticus
GBCQ	Chinchilla lanigera
GBCR	Dioscorea zingiberensis
GBCS	Latrodectus hesperus
GBCT	Oryctolagus cuniculus
GBCU	Aphidius ervi
GBCV	Mangifera indica
GBCW	Agrotis segetum
GBCX	Dastarcus helophoroides
GBCY	Caulerpa taxifolia
GBCZ	Aplysia californica
GBDA	Aplysia californica
GBDB	Oreochromis niloticus
GBDC	Oreochromis niloticus
GBDD	Anolis carolinensis
GBDE	Anolis carolinensis
GBDF	Chinchilla lanigera
GBDG	Maylandia zebra
GBDH	Haplochromis burtoni
GBDI	Chinchilla lanigera
GBDJ	Chinchilla lanigera
GBDK	Chinchilla lanigera
GBDL	Haplochromis burtoni
GBDM	Helicoverpa armigera
GBDN	Dahlia pinnata
GBDO	Kerria lacca
GBDP	Kerria lacca
GBDQ	Petunia integrifolia subsp. inflata
GBDR	Petunia integrifolia subsp. inflata
GBDS	Petunia integrifolia subsp. inflata
GBDT	Anolis carolinensis
GBDU	Anolis carolinensis
GBDV	Anolis carolinensis
GBDW	Anolis carolinensis
GBDX	Brassica rapa
GBDY	Kerria lacca
GBDZ	Locusta migratoria manilensis
GBEA	Nicotiana tabacum
GBEB	Nasonia vitripennis
GBEC	Nasonia giraulti
GBED	Pyrus pyrifolia
GBEE	Schmidtea mediterranea
GBEF	Solanum melongena
GBEG	Solanum torvum
GBEH	Podocoryna carnea
GBEI	Astacus leptodactylus
GBEJ	Agaricus subrufescens
GBEK	Mesostigma viride
GBEL	Ichthyomyzon fossor
GBEM	Ichthyomyzon castaneus
GBEN	Elodea nuttallii
GBEO	Anopheles sinensis
GBEP	Brassica juncea
GBEQ	Brassica juncea
GBER	Euschistus heros
GBES	Dichelops melacanthus
GBET	Pelophylax nigromaculatus
GBEU	Telenomus podisi
GBEV	Procambarus clarkii
GBEW	Micrurus fulvius
GBEX	Crotalus adamanteus
GBEY	Bactrocera minax
GBEZ	Tetraselmis sp. GSL018
GBFA	Chinavia ubica
GBFB	Calanus finmarchicus
GBFC	Cupiennius salei
GBFD	Hydra oligactis
GBFE	Locusta migratoria
GBFF	Conus sanguinolentus
GBFG	Conus sanguinolentus
GBFH	Conus lividus
GBFI	Conus lividus
GBFJ	Conus sp. n. 1 NP-2014
GBFK	Conus sp. n. 1 NP-2014
GBFL	Vaccinium macrocarpon
GBFM	Micropterus floridanus
GBFN	Paeonia lactiflora
GBFO	Micropterus salmoides
GBFP	marine metagenome
GBFQ	Oryzias melastigma
GBFR	Oryzias melastigma
GBFS	Oryzias melastigma
GBFT	Oryzias melastigma
GBFU	Oryzias melastigma
GBFV	Oryzias melastigma
GBFW	Oryzias melastigma
GBFX	Oryzias melastigma
GBFY	Oryzias melastigma
GBFZ	marine metagenome
GBGA	Micropterus salmoides salmoides
GBGB	Orius laevigatus
GBGC	Limnoperna fortunei
GBGD	Panstrongylus megistus
GBGE	Oryzias melastigma
GBGF	Nicotiana attenuata
GBGG	Themira biloba
GBGH	Polypodium hydriforme
GBGI	Kudoa iwatai
GBGJ	Allium cepa
GBGK	Cocos nucifera
GBGL	Cocos nucifera
GBGM	Cocos nucifera
GBGN	Ceratopteris richardii
GBGO	Eurytemora affinis
GBGP	Clytia hemisphaerica
GBGQ	Schmidtea mediterranea
GBGR	Punica granatum
GBGS	Dosidicus gigas
GBGT	Sepioteuthis lessoniana
GBGU	Sepia esculenta
GBGV	Polistes metricus
GBGW	Symbiodinium sp. A2
GBGX	Phytophthora cactorum
GBGY	Paeonia suffruticosa
GBGZ	Solanum melongena
GBHA	Pampus argenteus
GBHB	Teleogryllus commodus
GBHC	Salmo salar
GBHD	Salmo salar
GBHE	Salmo salar
GBHF	Salmo salar
GBHG	Calotropis procera
GBHH	Euprymna scolopes
GBHI	Camellia oleifera
GBHJ	Withania somnifera
GBHK	Arachis hypogaea
GBHL	Tinospora cordifolia
GBHM	Agave americana
GBHN	Colaphellus bowringi
GBHO	Lygus hesperus
GBHP	Hevea brasiliensis
GBHQ	Cephalotaxus hainanensis
GBHR	Mesocricetus auratus
GBHS	Mesocricetus auratus
GBHT	Halyomorpha halys
GBHU	Echis coloratus
GBHV	Eublepharis macularius
GBHW	Opheodrys aestivus
GBHX	Pantherophis guttatus
GBHY	Python regius
GBHZ	Eublepharis macularius
GBIA	Opheodrys aestivus
